"","Fecha","Nivel06 (m)","Nivel10 (m)","Nivel14 (m)","Nivel18 (m)","Caudal (m^3/s)"
"8129",1973-04-03,NA,NA,NA,NA,821.94
"8130",1973-04-04,NA,NA,NA,NA,779.33
"8131",1973-04-05,NA,NA,NA,NA,681.94
"8132",1973-04-06,NA,NA,NA,NA,518.24
"8133",1973-04-07,NA,NA,NA,NA,1141.76
"8134",1973-04-08,NA,NA,NA,NA,643.03
"8135",1973-04-09,NA,NA,NA,NA,699.99
"8136",1973-04-10,NA,NA,NA,NA,734.85
"8137",1973-04-11,NA,NA,NA,NA,576.55
"8138",1973-04-12,NA,NA,NA,NA,831.84
"8139",1973-04-13,NA,NA,NA,NA,711.04
"8140",1973-04-14,NA,NA,NA,NA,645.15
"8141",1973-04-15,NA,NA,NA,NA,532.27
"8142",1973-04-16,NA,NA,NA,NA,571.2
"8143",1973-04-17,NA,NA,NA,NA,935.32
"8144",1973-04-18,NA,NA,NA,NA,919.96
"8145",1973-04-19,NA,NA,NA,NA,712.66
"8146",1973-04-20,NA,NA,NA,NA,650.77
"8147",1973-04-21,NA,NA,NA,NA,597.73
"8148",1973-04-22,NA,NA,NA,NA,560.87
"8149",1973-04-23,NA,NA,NA,NA,908.16
"8150",1973-04-24,NA,NA,NA,NA,488.05
"8151",1973-04-25,NA,NA,NA,NA,430.1
"8152",1973-04-26,NA,NA,NA,NA,338.63
"8153",1973-04-27,NA,NA,NA,NA,647.28
"8154",1973-04-28,NA,NA,NA,NA,358.65
"8155",1973-04-29,NA,NA,NA,NA,355.62
"8156",1973-04-30,NA,NA,NA,NA,337.61
"8157",1973-05-01,NA,NA,NA,NA,318.21
"8158",1973-05-02,NA,NA,NA,NA,306.05
"8159",1973-05-03,NA,NA,NA,NA,488.15
"8160",1973-05-04,NA,NA,NA,NA,343.96
"8161",1973-05-05,NA,NA,NA,NA,311.85
"8162",1973-05-06,NA,NA,NA,NA,317.95
"8163",1973-05-07,NA,NA,NA,NA,401.08
"8164",1973-05-08,NA,NA,NA,NA,325.23
"8165",1973-05-09,NA,NA,NA,NA,308.69
"8166",1973-05-10,NA,NA,NA,NA,303.14
"8167",1973-05-11,NA,NA,NA,NA,356.65
"8168",1973-05-12,NA,NA,NA,NA,308.24
"8169",1973-05-13,NA,NA,NA,NA,287.82
"8170",1973-05-14,NA,NA,NA,NA,259.52
"8171",1973-05-15,NA,NA,NA,NA,246.53
"8172",1973-05-16,NA,NA,NA,NA,238.29
"8173",1973-05-17,NA,NA,NA,NA,217.85
"8174",1973-05-18,NA,NA,NA,NA,211.11
"8175",1973-05-19,NA,NA,NA,NA,210.39
"8176",1973-05-20,NA,NA,NA,NA,231.25
"8177",1973-05-21,NA,NA,NA,NA,218.14
"8178",1973-05-22,NA,NA,NA,NA,210.52
"8179",1973-05-23,NA,NA,NA,NA,209.25
"8180",1973-05-24,NA,NA,NA,NA,201.76
"8181",1973-05-25,NA,NA,NA,NA,192.29
"8182",1973-05-26,NA,NA,NA,NA,193.71
"8183",1973-05-27,NA,NA,NA,NA,187.97
"8184",1973-05-28,NA,NA,NA,NA,198.77
"8185",1973-05-29,NA,NA,NA,NA,173.01
"8186",1973-05-30,NA,NA,NA,NA,173.91
"8187",1973-05-31,NA,NA,NA,NA,188.29
"8188",1973-06-01,NA,NA,NA,NA,191.73
"8189",1973-06-02,NA,NA,NA,NA,194.06
"8190",1973-06-03,NA,NA,NA,NA,185.52
"8191",1973-06-04,NA,NA,NA,NA,197.44
"8192",1973-06-05,NA,NA,NA,NA,196.5
"8193",1973-06-06,NA,NA,NA,NA,191.86
"8194",1973-06-07,NA,NA,NA,NA,177.95
"8195",1973-06-08,NA,NA,NA,NA,178.55
"8196",1973-06-09,NA,NA,NA,NA,178.23
"8197",1973-06-10,NA,NA,NA,NA,177.77
"8198",1973-06-11,NA,NA,NA,NA,176.27
"8199",1973-06-12,NA,NA,NA,NA,179.07
"8200",1973-06-13,NA,NA,NA,NA,172.29
"8201",1973-06-14,NA,NA,NA,NA,177.03
"8202",1973-06-15,NA,NA,NA,NA,173.78
"8203",1973-06-16,NA,NA,NA,NA,171.54
"8204",1973-06-17,NA,NA,NA,NA,173.73
"8205",1973-06-18,NA,NA,NA,NA,170.78
"8206",1973-06-19,NA,NA,NA,NA,168.57
"8207",1973-06-20,NA,NA,NA,NA,171.75
"8208",1973-06-21,NA,NA,NA,NA,169.72
"8209",1973-06-22,NA,NA,NA,NA,171.08
"8210",1973-06-23,NA,NA,NA,NA,171.32
"8211",1973-06-24,NA,NA,NA,NA,170.08
"8212",1973-06-25,NA,NA,NA,NA,172.8
"8213",1973-06-26,NA,NA,NA,NA,172.17
"8214",1973-06-27,NA,NA,NA,NA,149.44
"8215",1973-06-28,NA,NA,NA,NA,150.31
"8216",1973-06-29,NA,NA,NA,NA,146.2
"8217",1973-06-30,NA,NA,NA,NA,148.08
"8218",1973-07-01,NA,NA,NA,NA,154.98
"8219",1973-07-02,NA,NA,NA,NA,142.18
"8220",1973-07-03,NA,NA,NA,NA,133.98
"8221",1973-07-04,NA,NA,NA,NA,134.21
"8222",1973-07-05,NA,NA,NA,NA,119.69
"8223",1973-07-06,NA,NA,NA,NA,121.61
"8224",1973-07-07,NA,NA,NA,NA,126.59
"8225",1973-07-08,NA,NA,NA,NA,141.38
"8226",1973-07-09,NA,NA,NA,NA,121.87
"8227",1973-07-10,NA,NA,NA,NA,124.18
"8228",1973-07-11,NA,NA,NA,NA,121.28
"8229",1973-07-12,NA,NA,NA,NA,118.59
"8230",1973-07-13,NA,NA,NA,NA,124.32
"8231",1973-07-14,NA,NA,NA,NA,122.77
"8232",1973-07-15,NA,NA,NA,NA,121.91
"8233",1973-07-16,NA,NA,NA,NA,121.02
"8234",1973-07-17,NA,NA,NA,NA,120.42
"8235",1973-07-18,NA,NA,NA,NA,118.37
"8236",1973-07-19,NA,NA,NA,NA,116.09
"8237",1973-07-20,NA,NA,NA,NA,116.08
"8238",1973-07-21,NA,NA,NA,NA,116.05
"8239",1973-07-22,NA,NA,NA,NA,117.12
"8240",1973-07-23,NA,NA,NA,NA,116.2
"8241",1973-07-24,NA,NA,NA,NA,112.64
"8242",1973-07-25,NA,NA,NA,NA,113.05
"8243",1973-07-26,NA,NA,NA,NA,113.38
"8244",1973-07-27,NA,NA,NA,NA,113.06
"8245",1973-07-28,NA,NA,NA,NA,113.08
"8246",1973-07-29,NA,NA,NA,NA,113.9
"8247",1973-07-30,NA,NA,NA,NA,114.35
"8248",1973-07-31,NA,NA,NA,NA,113.28
"8249",1973-08-01,NA,NA,NA,NA,108.67
"8250",1973-08-02,NA,NA,NA,NA,101.73
"8251",1973-08-03,NA,NA,NA,NA,98.61
"8252",1973-08-04,NA,NA,NA,NA,94.4
"8253",1973-08-05,NA,NA,NA,NA,92.67
"8254",1973-08-06,NA,NA,NA,NA,91.39
"8255",1973-08-07,NA,NA,NA,NA,89.93
"8256",1973-08-08,NA,NA,NA,NA,88.76
"8257",1973-08-09,NA,NA,NA,NA,87.81
"8258",1973-08-10,NA,NA,NA,NA,86.99
"8259",1973-08-11,NA,NA,NA,NA,86.47
"8260",1973-08-12,NA,NA,NA,NA,85.36
"8261",1973-08-13,NA,NA,NA,NA,84.7
"8262",1973-08-14,NA,NA,NA,NA,83.82
"8263",1973-08-15,NA,NA,NA,NA,82.83
"8264",1973-08-16,NA,NA,NA,NA,82.04
"8265",1973-08-17,NA,NA,NA,NA,81.4
"8266",1973-08-18,NA,NA,NA,NA,80.63
"8267",1973-08-19,NA,NA,NA,NA,80.35
"8268",1973-08-20,NA,NA,NA,NA,79.75
"8269",1973-08-21,NA,NA,NA,NA,79.41
"8270",1973-08-22,NA,NA,NA,NA,78.92
"8271",1973-08-23,NA,NA,NA,NA,78.52
"8272",1973-08-24,NA,NA,NA,NA,78.23
"8273",1973-08-25,NA,NA,NA,NA,78.02
"8274",1973-08-26,NA,NA,NA,NA,77.81
"8275",1973-08-27,NA,NA,NA,NA,77.67
"8276",1973-08-28,NA,NA,NA,NA,77.3
"8277",1973-08-29,NA,NA,NA,NA,76.81
"8278",1973-08-30,NA,NA,NA,NA,76.5
"8279",1973-08-31,NA,NA,NA,NA,78.14
"8280",1973-09-01,NA,NA,NA,NA,NA
"8281",1973-09-02,NA,NA,NA,NA,NA
"8282",1973-09-03,NA,NA,NA,NA,NA
"8283",1973-09-04,NA,NA,NA,NA,NA
"8284",1973-09-05,NA,NA,NA,NA,NA
"8285",1973-09-06,NA,NA,NA,NA,NA
"8286",1973-09-07,NA,NA,NA,NA,NA
"8287",1973-09-08,NA,NA,NA,NA,NA
"8288",1973-09-09,NA,NA,NA,NA,NA
"8289",1973-09-10,NA,NA,NA,NA,NA
"8290",1973-09-11,NA,NA,NA,NA,NA
"8291",1973-09-12,NA,NA,NA,NA,NA
"8292",1973-09-13,NA,NA,NA,NA,NA
"8293",1973-09-14,NA,NA,NA,NA,NA
"8294",1973-09-15,NA,NA,NA,NA,NA
"8295",1973-09-16,NA,NA,NA,NA,NA
"8296",1973-09-17,NA,NA,NA,NA,NA
"8297",1973-09-18,NA,NA,NA,NA,NA
"8298",1973-09-19,NA,NA,NA,NA,NA
"8299",1973-09-20,NA,NA,NA,NA,NA
"8300",1973-09-21,NA,NA,NA,NA,NA
"8301",1973-09-22,NA,NA,NA,NA,NA
"8302",1973-09-23,NA,NA,NA,NA,NA
"8303",1973-09-24,NA,NA,NA,NA,NA
"8304",1973-09-25,NA,NA,NA,NA,NA
"8305",1973-09-26,NA,NA,NA,NA,NA
"8306",1973-09-27,NA,NA,NA,NA,NA
"8307",1973-09-28,NA,NA,NA,NA,NA
"8308",1973-09-29,NA,NA,NA,NA,NA
"8309",1973-09-30,NA,NA,NA,NA,NA
"8310",1973-10-01,NA,NA,NA,NA,57.33
"8311",1973-10-02,NA,NA,NA,NA,56.56
"8312",1973-10-03,NA,NA,NA,NA,55.51
"8313",1973-10-04,NA,NA,NA,NA,54.37
"8314",1973-10-05,NA,NA,NA,NA,53.33
"8315",1973-10-06,NA,NA,NA,NA,52.33
"8316",1973-10-07,NA,NA,NA,NA,51.24
"8317",1973-10-08,NA,NA,NA,NA,49.14
"8318",1973-10-09,NA,NA,NA,NA,48.11
"8319",1973-10-10,NA,NA,NA,NA,47.08
"8320",1973-10-11,NA,NA,NA,NA,46.13
"8321",1973-10-12,NA,NA,NA,NA,45.12
"8322",1973-10-13,NA,NA,NA,NA,44.29
"8323",1973-10-14,NA,NA,NA,NA,43.41
"8324",1973-10-15,NA,NA,NA,NA,42.54
"8325",1973-10-16,NA,NA,NA,NA,41.72
"8326",1973-10-17,NA,NA,NA,NA,40.86
"8327",1973-10-18,NA,NA,NA,NA,39.87
"8328",1973-10-19,NA,NA,NA,NA,39.02
"8329",1973-10-20,NA,NA,NA,NA,38.24
"8330",1973-10-21,NA,NA,NA,NA,37.43
"8331",1973-10-22,NA,NA,NA,NA,36.59
"8332",1973-10-23,NA,NA,NA,NA,35.58
"8333",1973-10-24,NA,NA,NA,NA,34.59
"8334",1973-10-25,NA,NA,NA,NA,33.66
"8335",1973-10-26,NA,NA,NA,NA,31.81
"8336",1973-10-27,NA,NA,NA,NA,31.02
"8337",1973-10-28,NA,NA,NA,NA,30.32
"8338",1973-10-29,NA,NA,NA,NA,29.57
"8339",1973-10-30,NA,NA,NA,NA,28.7
"8340",1973-10-31,NA,NA,NA,NA,28
"8341",1973-11-01,NA,NA,NA,NA,27.28
"8342",1973-11-02,NA,NA,NA,NA,26.47
"8343",1973-11-03,NA,NA,NA,NA,25.48
"8344",1973-11-04,NA,NA,NA,NA,24.62
"8345",1973-11-05,NA,NA,NA,NA,23.38
"8346",1973-11-06,NA,NA,NA,NA,23.06
"8347",1973-11-07,NA,NA,NA,NA,22.43
"8348",1973-11-08,NA,NA,NA,NA,22.07
"8349",1973-11-09,NA,NA,NA,NA,23.01
"8350",1973-11-10,NA,NA,NA,NA,22.4
"8351",1973-11-11,NA,NA,NA,NA,22.69
"8352",1973-11-12,NA,NA,NA,NA,22.24
"8353",1973-11-13,NA,NA,NA,NA,21.4
"8354",1973-11-14,NA,NA,NA,NA,20.59
"8355",1973-11-15,NA,NA,NA,NA,19.38
"8356",1973-11-16,NA,NA,NA,NA,18.37
"8357",1973-11-17,NA,NA,NA,NA,17.66
"8358",1973-11-18,NA,NA,NA,NA,16.66
"8359",1973-11-19,NA,NA,NA,NA,16.03
"8360",1973-11-20,NA,NA,NA,NA,16.06
"8361",1973-11-21,NA,NA,NA,NA,16.3
"8362",1973-11-22,NA,NA,NA,NA,15.64
"8363",1973-11-23,NA,NA,NA,NA,15.89
"8364",1973-11-24,NA,NA,NA,NA,15.6
"8365",1973-11-25,NA,NA,NA,NA,16.62
"8366",1973-11-26,NA,NA,NA,NA,15.4
"8367",1973-11-27,NA,NA,NA,NA,15.29
"8368",1973-11-28,NA,NA,NA,NA,15.73
"8369",1973-11-29,NA,NA,NA,NA,16.09
"8370",1973-11-30,NA,NA,NA,NA,16.19
"8371",1973-12-01,NA,NA,NA,NA,15.73
"8372",1973-12-02,NA,NA,NA,NA,15.27
"8373",1973-12-03,NA,NA,NA,NA,15.97
"8374",1973-12-04,NA,NA,NA,NA,16.6
"8375",1973-12-05,NA,NA,NA,NA,16.11
"8376",1973-12-06,NA,NA,NA,NA,14.43
"8377",1973-12-07,NA,NA,NA,NA,13.74
"8378",1973-12-08,NA,NA,NA,NA,13.61
"8379",1973-12-09,NA,NA,NA,NA,13.61
"8380",1973-12-10,NA,NA,NA,NA,13.73
"8381",1973-12-11,NA,NA,NA,NA,12.94
"8382",1973-12-12,NA,NA,NA,NA,13.82
"8383",1973-12-13,NA,NA,NA,NA,13.08
"8384",1973-12-14,NA,NA,NA,NA,11.88
"8385",1973-12-15,NA,NA,NA,NA,11.09
"8386",1973-12-16,NA,NA,NA,NA,11.45
"8387",1973-12-17,NA,NA,NA,NA,10.31
"8388",1973-12-18,NA,NA,NA,NA,9.52
"8389",1973-12-19,NA,NA,NA,NA,15.77
"8390",1973-12-20,NA,NA,NA,NA,23.06
"8391",1973-12-21,NA,NA,NA,NA,44.59
"8392",1973-12-22,NA,NA,NA,NA,45.27
"8393",1973-12-23,NA,NA,NA,NA,41.38
"8394",1973-12-24,NA,NA,NA,NA,47.69
"8395",1973-12-25,NA,NA,NA,NA,49.7
"8396",1973-12-26,NA,NA,NA,NA,44.33
"8397",1973-12-27,NA,NA,NA,NA,44.8
"8398",1973-12-28,NA,NA,NA,NA,53.25
"8399",1973-12-29,NA,NA,NA,NA,79.37
"8400",1973-12-30,NA,NA,NA,NA,97.77
"8401",1973-12-31,NA,NA,NA,NA,134.1
"8402",1974-01-01,NA,NA,NA,NA,149.73
"8403",1974-01-02,NA,NA,NA,NA,160.86
"8404",1974-01-03,NA,NA,NA,NA,147.24
"8405",1974-01-04,NA,NA,NA,NA,125.63
"8406",1974-01-05,NA,NA,NA,NA,104.67
"8407",1974-01-06,NA,NA,NA,NA,100.33
"8408",1974-01-07,NA,NA,NA,NA,96.28
"8409",1974-01-08,NA,NA,NA,NA,93.15
"8410",1974-01-09,NA,NA,NA,NA,94.77
"8411",1974-01-10,NA,NA,NA,NA,90.9
"8412",1974-01-11,NA,NA,NA,NA,96.87
"8413",1974-01-12,NA,NA,NA,NA,94.42
"8414",1974-01-13,NA,NA,NA,NA,94.94
"8415",1974-01-14,NA,NA,NA,NA,143.8
"8416",1974-01-15,NA,NA,NA,NA,115.61
"8417",1974-01-16,NA,NA,NA,NA,119.4
"8418",1974-01-17,NA,NA,NA,NA,104.4
"8419",1974-01-18,NA,NA,NA,NA,125.64
"8420",1974-01-19,NA,NA,NA,NA,132.26
"8421",1974-01-20,NA,NA,NA,NA,131.06
"8422",1974-01-21,NA,NA,NA,NA,124.28
"8423",1974-01-22,NA,NA,NA,NA,96.96
"8424",1974-01-23,NA,NA,NA,NA,89.24
"8425",1974-01-24,NA,NA,NA,NA,89.25
"8426",1974-01-25,NA,NA,NA,NA,97.82
"8427",1974-01-26,NA,NA,NA,NA,94.64
"8428",1974-01-27,NA,NA,NA,NA,94.54
"8429",1974-01-28,NA,NA,NA,NA,107.08
"8430",1974-01-29,NA,NA,NA,NA,93.47
"8431",1974-01-30,NA,NA,NA,NA,88.65
"8432",1974-01-31,NA,NA,NA,NA,83.45
"8433",1974-02-01,NA,NA,NA,NA,117.04
"8434",1974-02-02,NA,NA,NA,NA,283.87
"8435",1974-02-03,NA,NA,NA,NA,215.83
"8436",1974-02-04,NA,NA,NA,NA,200.96
"8437",1974-02-05,NA,NA,NA,NA,285.04
"8438",1974-02-06,NA,NA,NA,NA,229.38
"8439",1974-02-07,NA,NA,NA,NA,213.66
"8440",1974-02-08,NA,NA,NA,NA,180.85
"8441",1974-02-09,NA,NA,NA,NA,276.6
"8442",1974-02-10,NA,NA,NA,NA,268.39
"8443",1974-02-11,NA,NA,NA,NA,278.21
"8444",1974-02-12,NA,NA,NA,NA,416.27
"8445",1974-02-13,NA,NA,NA,NA,271.89
"8446",1974-02-14,NA,NA,NA,NA,277.29
"8447",1974-02-15,NA,NA,NA,NA,310.79
"8448",1974-02-16,NA,NA,NA,NA,299.3
"8449",1974-02-17,NA,NA,NA,NA,310.89
"8450",1974-02-18,NA,NA,NA,NA,301.55
"8451",1974-02-19,NA,NA,NA,NA,289.88
"8452",1974-02-20,NA,NA,NA,NA,264.35
"8453",1974-02-21,NA,NA,NA,NA,264.35
"8454",1974-02-22,NA,NA,NA,NA,245.7
"8455",1974-02-23,NA,NA,NA,NA,266.69
"8456",1974-02-24,NA,NA,NA,NA,304.34
"8457",1974-02-25,NA,NA,NA,NA,316.32
"8458",1974-02-26,NA,NA,NA,NA,302.09
"8459",1974-02-27,NA,NA,NA,NA,292.03
"8460",1974-02-28,NA,NA,NA,NA,256.58
"8461",1974-03-01,NA,NA,NA,NA,266.35
"8462",1974-03-02,NA,NA,NA,NA,458.45
"8463",1974-03-03,NA,NA,NA,NA,684.03
"8464",1974-03-04,NA,NA,NA,NA,430.7
"8465",1974-03-05,NA,NA,NA,NA,367.59
"8466",1974-03-06,NA,NA,NA,NA,305.78
"8467",1974-03-07,NA,NA,NA,NA,275.99
"8468",1974-03-08,NA,NA,NA,NA,310.06
"8469",1974-03-09,NA,NA,NA,NA,427.48
"8470",1974-03-10,NA,NA,NA,NA,573.06
"8471",1974-03-11,NA,NA,NA,NA,447.48
"8472",1974-03-12,NA,NA,NA,NA,432.32
"8473",1974-03-13,NA,NA,NA,NA,373.12
"8474",1974-03-14,NA,NA,NA,NA,443.19
"8475",1974-03-15,NA,NA,NA,NA,436.06
"8476",1974-03-16,NA,NA,NA,NA,393.47
"8477",1974-03-17,NA,NA,NA,NA,370.58
"8478",1974-03-18,NA,NA,NA,NA,306.87
"8479",1974-03-19,NA,NA,NA,NA,292.11
"8480",1974-03-20,NA,NA,NA,NA,271.35
"8481",1974-03-21,NA,NA,NA,NA,281.21
"8482",1974-03-22,NA,NA,NA,NA,256.56
"8483",1974-03-23,NA,NA,NA,NA,238.39
"8484",1974-03-24,NA,NA,NA,NA,262.44
"8485",1974-03-25,NA,NA,NA,NA,238.91
"8486",1974-03-26,NA,NA,NA,NA,242.23
"8487",1974-03-27,NA,NA,NA,NA,224.51
"8488",1974-03-28,NA,NA,NA,NA,235.07
"8489",1974-03-29,NA,NA,NA,NA,216.68
"8490",1974-03-30,NA,NA,NA,NA,205.86
"8491",1974-03-31,NA,NA,NA,NA,199.97
"8492",1974-04-01,NA,NA,NA,NA,186.5
"8493",1974-04-02,NA,NA,NA,NA,177.8
"8494",1974-04-03,NA,NA,NA,NA,191.19
"8495",1974-04-04,NA,NA,NA,NA,180.33
"8496",1974-04-05,NA,NA,NA,NA,165.03
"8497",1974-04-06,NA,NA,NA,NA,153.75
"8498",1974-04-07,NA,NA,NA,NA,204.94
"8499",1974-04-08,NA,NA,NA,NA,175.22
"8500",1974-04-09,NA,NA,NA,NA,158.86
"8501",1974-04-10,NA,NA,NA,NA,164.95
"8502",1974-04-11,NA,NA,NA,NA,270.98
"8503",1974-04-12,NA,NA,NA,NA,193.62
"8504",1974-04-13,NA,NA,NA,NA,173.89
"8505",1974-04-14,NA,NA,NA,NA,165.77
"8506",1974-04-15,NA,NA,NA,NA,159.34
"8507",1974-04-16,NA,NA,NA,NA,161.24
"8508",1974-04-17,NA,NA,NA,NA,158.56
"8509",1974-04-18,NA,NA,NA,NA,144.89
"8510",1974-04-19,NA,NA,NA,NA,126.18
"8511",1974-04-20,NA,NA,NA,NA,126.18
"8512",1974-04-21,NA,NA,NA,NA,125.99
"8513",1974-04-22,NA,NA,NA,NA,117
"8514",1974-04-23,NA,NA,NA,NA,112.92
"8515",1974-04-24,NA,NA,NA,NA,108.58
"8516",1974-04-25,NA,NA,NA,NA,117.31
"8517",1974-04-26,NA,NA,NA,NA,113.83
"8518",1974-04-27,NA,NA,NA,NA,114.77
"8519",1974-04-28,NA,NA,NA,NA,312.16
"8520",1974-04-29,NA,NA,NA,NA,294.31
"8521",1974-04-30,NA,NA,NA,NA,216.83
"8522",1974-05-01,NA,NA,NA,NA,213.65
"8523",1974-05-02,NA,NA,NA,NA,197.42
"8524",1974-05-03,NA,NA,NA,NA,220.23
"8525",1974-05-04,NA,NA,NA,NA,196.38
"8526",1974-05-05,NA,NA,NA,NA,179.5
"8527",1974-05-06,NA,NA,NA,NA,200.95
"8528",1974-05-07,NA,NA,NA,NA,242.6
"8529",1974-05-08,NA,NA,NA,NA,305.58
"8530",1974-05-09,NA,NA,NA,NA,325.15
"8531",1974-05-10,NA,NA,NA,NA,227.8
"8532",1974-05-11,NA,NA,NA,NA,212.3
"8533",1974-05-12,NA,NA,NA,NA,195.19
"8534",1974-05-13,NA,NA,NA,NA,174.96
"8535",1974-05-14,NA,NA,NA,NA,155.75
"8536",1974-05-15,NA,NA,NA,NA,146.93
"8537",1974-05-16,NA,NA,NA,NA,153.5
"8538",1974-05-17,NA,NA,NA,NA,137.33
"8539",1974-05-18,NA,NA,NA,NA,133.33
"8540",1974-05-19,NA,NA,NA,NA,134.38
"8541",1974-05-20,NA,NA,NA,NA,131.57
"8542",1974-05-21,NA,NA,NA,NA,127.88
"8543",1974-05-22,NA,NA,NA,NA,116.92
"8544",1974-05-23,NA,NA,NA,NA,104.33
"8545",1974-05-24,NA,NA,NA,NA,102.01
"8546",1974-05-25,NA,NA,NA,NA,103.34
"8547",1974-05-26,NA,NA,NA,NA,99.5
"8548",1974-05-27,NA,NA,NA,NA,101.42
"8549",1974-05-28,NA,NA,NA,NA,98.59
"8550",1974-05-29,NA,NA,NA,NA,93.94
"8551",1974-05-30,NA,NA,NA,NA,93.64
"8552",1974-05-31,NA,NA,NA,NA,94.49
"8553",1974-06-01,NA,NA,NA,NA,93.55
"8554",1974-06-02,NA,NA,NA,NA,94.27
"8555",1974-06-03,NA,NA,NA,NA,110.05
"8556",1974-06-04,NA,NA,NA,NA,96.68
"8557",1974-06-05,NA,NA,NA,NA,91.72
"8558",1974-06-06,NA,NA,NA,NA,91.03
"8559",1974-06-07,NA,NA,NA,NA,87.56
"8560",1974-06-08,NA,NA,NA,NA,81.72
"8561",1974-06-09,NA,NA,NA,NA,81.15
"8562",1974-06-10,NA,NA,NA,NA,80.56
"8563",1974-06-11,NA,NA,NA,NA,80.87
"8564",1974-06-12,NA,NA,NA,NA,74.5
"8565",1974-06-13,NA,NA,NA,NA,73.68
"8566",1974-06-14,NA,NA,NA,NA,74.31
"8567",1974-06-15,NA,NA,NA,NA,72.75
"8568",1974-06-16,NA,NA,NA,NA,69.75
"8569",1974-06-17,NA,NA,NA,NA,66.52
"8570",1974-06-18,NA,NA,NA,NA,63.91
"8571",1974-06-19,NA,NA,NA,NA,61.67
"8572",1974-06-20,NA,NA,NA,NA,61.29
"8573",1974-06-21,NA,NA,NA,NA,57.94
"8574",1974-06-22,NA,NA,NA,NA,61.91
"8575",1974-06-23,NA,NA,NA,NA,59.31
"8576",1974-06-24,NA,NA,NA,NA,57.14
"8577",1974-06-25,NA,NA,NA,NA,56.72
"8578",1974-06-26,NA,NA,NA,NA,56.13
"8579",1974-06-27,NA,NA,NA,NA,51.21
"8580",1974-06-28,NA,NA,NA,NA,57.07
"8581",1974-06-29,NA,NA,NA,NA,51.94
"8582",1974-06-30,NA,NA,NA,NA,55.91
"8583",1974-07-01,NA,NA,NA,NA,53.81
"8584",1974-07-02,NA,NA,NA,NA,50.26
"8585",1974-07-03,NA,NA,NA,NA,47.17
"8586",1974-07-04,NA,NA,NA,NA,50.74
"8587",1974-07-05,NA,NA,NA,NA,46.64
"8588",1974-07-06,NA,NA,NA,NA,47.58
"8589",1974-07-07,NA,NA,NA,NA,47.33
"8590",1974-07-08,NA,NA,NA,NA,45.13
"8591",1974-07-09,NA,NA,NA,NA,45.28
"8592",1974-07-10,NA,NA,NA,NA,44.96
"8593",1974-07-11,NA,NA,NA,NA,44.63
"8594",1974-07-12,NA,NA,NA,NA,43.96
"8595",1974-07-13,NA,NA,NA,NA,42.76
"8596",1974-07-14,NA,NA,NA,NA,44.5
"8597",1974-07-15,NA,NA,NA,NA,42.55
"8598",1974-07-16,NA,NA,NA,NA,44.04
"8599",1974-07-17,NA,NA,NA,NA,42.98
"8600",1974-07-18,NA,NA,NA,NA,40.19
"8601",1974-07-19,NA,NA,NA,NA,39.01
"8602",1974-07-20,NA,NA,NA,NA,38.99
"8603",1974-07-21,NA,NA,NA,NA,38.72
"8604",1974-07-22,NA,NA,NA,NA,39.43
"8605",1974-07-23,NA,NA,NA,NA,39.09
"8606",1974-07-24,NA,NA,NA,NA,37.68
"8607",1974-07-25,NA,NA,NA,NA,36.72
"8608",1974-07-26,NA,NA,NA,NA,37.21
"8609",1974-07-27,NA,NA,NA,NA,37.36
"8610",1974-07-28,NA,NA,NA,NA,37.82
"8611",1974-07-29,NA,NA,NA,NA,37.84
"8612",1974-07-30,NA,NA,NA,NA,37.61
"8613",1974-07-31,NA,NA,NA,NA,37.12
"8614",1974-08-01,NA,NA,NA,NA,37.18
"8615",1974-08-02,NA,NA,NA,NA,35.88
"8616",1974-08-03,NA,NA,NA,NA,37.22
"8617",1974-08-04,NA,NA,NA,NA,37.76
"8618",1974-08-05,NA,NA,NA,NA,36.34
"8619",1974-08-06,NA,NA,NA,NA,35.14
"8620",1974-08-07,NA,NA,NA,NA,33.76
"8621",1974-08-08,NA,NA,NA,NA,33.89
"8622",1974-08-09,NA,NA,NA,NA,35.26
"8623",1974-08-10,NA,NA,NA,NA,34.63
"8624",1974-08-11,NA,NA,NA,NA,34.43
"8625",1974-08-12,NA,NA,NA,NA,33.08
"8626",1974-08-13,NA,NA,NA,NA,32.54
"8627",1974-08-14,NA,NA,NA,NA,31.11
"8628",1974-08-15,NA,NA,NA,NA,31.75
"8629",1974-08-16,NA,NA,NA,NA,28.8
"8630",1974-08-17,NA,NA,NA,NA,27.36
"8631",1974-08-18,NA,NA,NA,NA,26.2
"8632",1974-08-19,NA,NA,NA,NA,25.64
"8633",1974-08-20,NA,NA,NA,NA,26.63
"8634",1974-08-21,NA,NA,NA,NA,25.75
"8635",1974-08-22,NA,NA,NA,NA,23.66
"8636",1974-08-23,NA,NA,NA,NA,23.64
"8637",1974-08-24,NA,NA,NA,NA,22.58
"8638",1974-08-25,NA,NA,NA,NA,22.83
"8639",1974-08-26,NA,NA,NA,NA,22.1
"8640",1974-08-27,NA,NA,NA,NA,21.37
"8641",1974-08-28,NA,NA,NA,NA,20.97
"8642",1974-08-29,NA,NA,NA,NA,18.6
"8643",1974-08-30,NA,NA,NA,NA,18.56
"8644",1974-08-31,NA,NA,NA,NA,17.95
"8645",1974-09-01,NA,NA,NA,NA,17.02
