"","Fecha","Nivel06 (m)","Nivel10 (m)","Nivel14 (m)","Nivel18 (m)","Caudal (m^3/s)"
"6969",1976-01-30,NA,NA,NA,NA,0.8
"6970",1976-01-31,NA,NA,NA,NA,1
"6971",1976-02-01,NA,NA,NA,NA,5
"6972",1976-02-02,NA,NA,NA,NA,1
"6973",1976-02-03,NA,NA,NA,NA,0.5
"6974",1976-02-04,NA,NA,NA,NA,0.5
"6975",1976-02-05,NA,NA,NA,NA,7.5
"6976",1976-02-06,NA,NA,NA,NA,10
"6977",1976-02-07,NA,NA,NA,NA,10
"6978",1976-02-08,NA,NA,NA,NA,25
"6979",1976-02-09,NA,NA,NA,NA,10
"6980",1976-02-10,NA,NA,NA,NA,1
"6981",1976-02-11,NA,NA,NA,NA,1
"6982",1976-02-12,NA,NA,NA,NA,1
"6983",1976-02-13,NA,NA,NA,NA,1
"6984",1976-02-14,NA,NA,NA,NA,1
"6985",1976-02-15,NA,NA,NA,NA,0.75
"6986",1976-02-16,NA,NA,NA,NA,0.5
"6987",1976-02-17,NA,NA,NA,NA,0.5
"6988",1976-02-18,NA,NA,NA,NA,0.5
"6989",1976-02-19,NA,NA,NA,NA,0.3
"6990",1976-02-20,NA,NA,NA,NA,1
"6991",1976-02-21,NA,NA,NA,NA,0.6
"6992",1976-02-22,NA,NA,NA,NA,15
"6993",1976-02-23,NA,NA,NA,NA,1.5
"6994",1976-02-24,NA,NA,NA,NA,14.5
"6995",1976-02-25,NA,NA,NA,NA,22.5
"6996",1976-02-26,NA,NA,NA,NA,83.07
"6997",1976-02-27,NA,NA,NA,NA,82.28
"6998",1976-02-28,NA,NA,NA,NA,40
"6999",1976-02-29,NA,NA,NA,NA,12.5
"7000",1976-03-01,NA,NA,NA,NA,1.5
"7001",1976-03-02,NA,NA,NA,NA,1
"7002",1976-03-03,NA,NA,NA,NA,1
"7003",1976-03-04,NA,NA,NA,NA,0.8
"7004",1976-03-05,NA,NA,NA,NA,0.5
"7005",1976-03-06,NA,NA,NA,NA,0.5
"7006",1976-03-07,NA,NA,NA,NA,15
"7007",1976-03-08,NA,NA,NA,NA,25
"7008",1976-03-09,NA,NA,NA,NA,35
"7009",1976-03-10,NA,NA,NA,NA,20
"7010",1976-03-11,NA,NA,NA,NA,5
"7011",1976-03-12,NA,NA,NA,NA,30
"7012",1976-03-13,NA,NA,NA,NA,17.5
"7013",1976-03-14,NA,NA,NA,NA,2.5
"7014",1976-03-15,NA,NA,NA,NA,0.9
"7015",1976-03-16,NA,NA,NA,NA,0.5
"7016",1976-03-17,NA,NA,NA,NA,0.3
"7017",1976-03-18,NA,NA,NA,NA,0.3
"7018",1976-03-19,NA,NA,NA,NA,0.3
"7019",1976-03-20,NA,NA,NA,NA,0.2
"7020",1976-03-21,NA,NA,NA,NA,0.2
"7021",1976-03-22,NA,NA,NA,NA,97
"7022",1976-03-23,NA,NA,NA,NA,73.33
"7023",1976-03-24,NA,NA,NA,NA,100
"7024",1976-03-25,NA,NA,NA,NA,70
"7025",1976-03-26,NA,NA,NA,NA,12.5
"7026",1976-03-27,NA,NA,NA,NA,2.5
"7027",1976-03-28,NA,NA,NA,NA,1
"7028",1976-03-29,NA,NA,NA,NA,3
"7029",1976-03-30,NA,NA,NA,NA,2
"7030",1976-03-31,NA,NA,NA,NA,1.25
"7031",1976-04-01,NA,NA,NA,NA,1
"7032",1976-04-02,NA,NA,NA,NA,1
"7033",1976-04-03,NA,NA,NA,NA,0.6
"7034",1976-04-04,NA,NA,NA,NA,0.3
"7035",1976-04-05,NA,NA,NA,NA,0.2
"7036",1976-04-06,NA,NA,NA,NA,0.15
"7037",1976-04-07,NA,NA,NA,NA,0.1
"7038",1976-04-08,NA,NA,NA,NA,0.1
"7039",1976-04-09,NA,NA,NA,NA,30
"7040",1976-04-10,NA,NA,NA,NA,15
"7041",1976-04-11,NA,NA,NA,NA,10
"7042",1976-04-12,NA,NA,NA,NA,80
"7043",1976-04-13,NA,NA,NA,NA,90
"7044",1976-04-14,NA,NA,NA,NA,40
"7045",1976-04-15,NA,NA,NA,NA,3
"7046",1976-04-16,NA,NA,NA,NA,1.5
"7047",1976-04-17,NA,NA,NA,NA,0.5
"7048",1976-04-18,NA,NA,NA,NA,12
"7049",1976-04-19,NA,NA,NA,NA,5
"7050",1976-04-20,NA,NA,NA,NA,2
"7051",1976-04-21,NA,NA,NA,NA,1
"7052",1976-04-22,NA,NA,NA,NA,0.5
"7053",1976-04-23,NA,NA,NA,NA,0.3
"7054",1976-04-24,NA,NA,NA,NA,0.1
"7055",1976-04-25,NA,NA,NA,NA,0.1
"7056",1976-04-26,NA,NA,NA,NA,0.1
"7057",1976-04-27,NA,NA,NA,NA,0.08
"7058",1976-04-28,NA,NA,NA,NA,0.1
"7059",1976-04-29,NA,NA,NA,NA,0.1
"7060",1976-04-30,NA,NA,NA,NA,0.2
"7061",1976-05-01,NA,NA,NA,NA,0.2
"7062",1976-05-02,NA,NA,NA,NA,0.1
"7063",1976-05-03,NA,NA,NA,NA,0.8
"7064",1976-05-04,NA,NA,NA,NA,1
"7065",1976-05-05,NA,NA,NA,NA,3
"7066",1976-05-06,NA,NA,NA,NA,5
"7067",1976-05-07,NA,NA,NA,NA,3
"7068",1976-05-08,NA,NA,NA,NA,2
"7069",1976-05-09,NA,NA,NA,NA,1
"7070",1976-05-10,NA,NA,NA,NA,1
"7071",1976-05-11,NA,NA,NA,NA,0.5
"7072",1976-05-12,NA,NA,NA,NA,0.2
"7073",1976-05-13,NA,NA,NA,NA,0.1
"7074",1976-05-14,NA,NA,NA,NA,0.1
"7075",1976-05-15,NA,NA,NA,NA,0.1
"7076",1976-05-16,NA,NA,NA,NA,0.1
"7077",1976-05-17,NA,NA,NA,NA,0.1
"7078",1976-05-18,NA,NA,NA,NA,0.08
"7079",1976-05-19,NA,NA,NA,NA,0.08
"7080",1976-05-20,NA,NA,NA,NA,0.08
"7081",1976-05-21,NA,NA,NA,NA,0.08
"7082",1976-05-22,NA,NA,NA,NA,0.08
"7083",1976-05-23,NA,NA,NA,NA,0.08
"7084",1976-05-24,NA,NA,NA,NA,0.08
"7085",1976-05-25,NA,NA,NA,NA,0.08
"7086",1976-05-26,NA,NA,NA,NA,0.07
"7087",1976-05-27,NA,NA,NA,NA,0.07
"7088",1976-05-28,NA,NA,NA,NA,0.07
"7089",1976-05-29,NA,NA,NA,NA,0.08
"7090",1976-05-30,NA,NA,NA,NA,0.08
"7091",1976-05-31,NA,NA,NA,NA,0.08
"7092",1976-06-01,NA,NA,NA,NA,0.1
"7093",1976-06-02,NA,NA,NA,NA,0.13
"7094",1976-06-03,NA,NA,NA,NA,0.12
"7095",1976-06-04,NA,NA,NA,NA,0.12
"7096",1976-06-05,NA,NA,NA,NA,0.12
"7097",1976-06-06,NA,NA,NA,NA,0.1
"7098",1976-06-07,NA,NA,NA,NA,0.1
"7099",1976-06-08,NA,NA,NA,NA,0.12
"7100",1976-06-09,NA,NA,NA,NA,0.13
"7101",1976-06-10,NA,NA,NA,NA,0.13
"7102",1976-06-11,NA,NA,NA,NA,0.14
"7103",1976-06-12,NA,NA,NA,NA,0.12
"7104",1976-06-13,NA,NA,NA,NA,0.12
"7105",1976-06-14,NA,NA,NA,NA,0.12
"7106",1976-06-15,NA,NA,NA,NA,0.12
"7107",1976-06-16,NA,NA,NA,NA,0.1
"7108",1976-06-17,NA,NA,NA,NA,0.1
"7109",1976-06-18,NA,NA,NA,NA,0.12
"7110",1976-06-19,NA,NA,NA,NA,0.12
"7111",1976-06-20,NA,NA,NA,NA,0.1
"7112",1976-06-21,NA,NA,NA,NA,0.12
"7113",1976-06-22,NA,NA,NA,NA,0.12
"7114",1976-06-23,NA,NA,NA,NA,0.12
"7115",1976-06-24,NA,NA,NA,NA,0.13
"7116",1976-06-25,NA,NA,NA,NA,0.12
"7117",1976-06-26,NA,NA,NA,NA,0.12
"7118",1976-06-27,NA,NA,NA,NA,0.11
"7119",1976-06-28,NA,NA,NA,NA,0.11
"7120",1976-06-29,NA,NA,NA,NA,0.11
"7121",1976-06-30,NA,NA,NA,NA,0.12
"7122",1976-07-01,NA,NA,NA,NA,0.12
"7123",1976-07-02,NA,NA,NA,NA,0.12
"7124",1976-07-03,NA,NA,NA,NA,0.1
"7125",1976-07-04,NA,NA,NA,NA,0.12
"7126",1976-07-05,NA,NA,NA,NA,0.12
"7127",1976-07-06,NA,NA,NA,NA,0.1
"7128",1976-07-07,NA,NA,NA,NA,0.12
"7129",1976-07-08,NA,NA,NA,NA,0.12
"7130",1976-07-09,NA,NA,NA,NA,0.1
"7131",1976-07-10,NA,NA,NA,NA,0.1
"7132",1976-07-11,NA,NA,NA,NA,0.1
"7133",1976-07-12,NA,NA,NA,NA,0.09
"7134",1976-07-13,NA,NA,NA,NA,0.1
"7135",1976-07-14,NA,NA,NA,NA,0.1
"7136",1976-07-15,NA,NA,NA,NA,0.1
"7137",1976-07-16,NA,NA,NA,NA,0.1
"7138",1976-07-17,NA,NA,NA,NA,0.1
"7139",1976-07-18,NA,NA,NA,NA,0.1
"7140",1976-07-19,NA,NA,NA,NA,0.09
"7141",1976-07-20,NA,NA,NA,NA,0.09
"7142",1976-07-21,NA,NA,NA,NA,0.09
"7143",1976-07-22,NA,NA,NA,NA,0.08
"7144",1976-07-23,NA,NA,NA,NA,0.08
"7145",1976-07-24,NA,NA,NA,NA,0.08
"7146",1976-07-25,NA,NA,NA,NA,0.08
"7147",1976-07-26,NA,NA,NA,NA,0.08
"7148",1976-07-27,NA,NA,NA,NA,0.08
"7149",1976-07-28,NA,NA,NA,NA,0.08
"7150",1976-07-29,NA,NA,NA,NA,0.08
"7151",1976-07-30,NA,NA,NA,NA,0.08
"7152",1976-07-31,NA,NA,NA,NA,0.08
"7153",1976-08-01,NA,NA,NA,NA,0.08
"7154",1976-08-02,NA,NA,NA,NA,0.08
"7155",1976-08-03,NA,NA,NA,NA,0.08
"7156",1976-08-04,NA,NA,NA,NA,0.08
"7157",1976-08-05,NA,NA,NA,NA,0.08
"7158",1976-08-06,NA,NA,NA,NA,0.08
"7159",1976-08-07,NA,NA,NA,NA,0.08
"7160",1976-08-08,NA,NA,NA,NA,0.07
"7161",1976-08-09,NA,NA,NA,NA,0.07
"7162",1976-08-10,NA,NA,NA,NA,0.09
"7163",1976-08-11,NA,NA,NA,NA,0.09
"7164",1976-08-12,NA,NA,NA,NA,0.09
"7165",1976-08-13,NA,NA,NA,NA,0.09
"7166",1976-08-14,NA,NA,NA,NA,0.09
"7167",1976-08-15,NA,NA,NA,NA,0.1
"7168",1976-08-16,NA,NA,NA,NA,0.09
"7169",1976-08-17,NA,NA,NA,NA,0.09
"7170",1976-08-18,NA,NA,NA,NA,0.08
"7171",1976-08-19,NA,NA,NA,NA,0.08
"7172",1976-08-20,NA,NA,NA,NA,0.08
"7173",1976-08-21,NA,NA,NA,NA,0.08
"7174",1976-08-22,NA,NA,NA,NA,0.08
"7175",1976-08-23,NA,NA,NA,NA,0.08
"7176",1976-08-24,NA,NA,NA,NA,0.08
"7177",1976-08-25,NA,NA,NA,NA,0.08
"7178",1976-08-26,NA,NA,NA,NA,0.08
"7179",1976-08-27,NA,NA,NA,NA,0.06
"7180",1976-08-28,NA,NA,NA,NA,0.06
"7181",1976-08-29,NA,NA,NA,NA,0.05
"7182",1976-08-30,NA,NA,NA,NA,0.05
"7183",1976-08-31,NA,NA,NA,NA,0.05
"7184",1976-09-01,NA,NA,NA,NA,0.05
"7185",1976-09-02,NA,NA,NA,NA,0.05
"7186",1976-09-03,NA,NA,NA,NA,0.05
"7187",1976-09-04,NA,NA,NA,NA,0.05
"7188",1976-09-05,NA,NA,NA,NA,0.05
"7189",1976-09-06,NA,NA,NA,NA,0.04
"7190",1976-09-07,NA,NA,NA,NA,0.04
"7191",1976-09-08,NA,NA,NA,NA,0.04
"7192",1976-09-09,NA,NA,NA,NA,0.04
"7193",1976-09-10,NA,NA,NA,NA,0.04
"7194",1976-09-11,NA,NA,NA,NA,0.04
"7195",1976-09-12,NA,NA,NA,NA,0.04
"7196",1976-09-13,NA,NA,NA,NA,0.03
"7197",1976-09-14,NA,NA,NA,NA,0.03
"7198",1976-09-15,NA,NA,NA,NA,0.03
"7199",1976-09-16,NA,NA,NA,NA,0.03
"7200",1976-09-17,NA,NA,NA,NA,0.03
"7201",1976-09-18,NA,NA,NA,NA,0.03
"7202",1976-09-19,NA,NA,NA,NA,0.03
"7203",1976-09-20,NA,NA,NA,NA,0.03
"7204",1976-09-21,NA,NA,NA,NA,0.03
"7205",1976-09-22,NA,NA,NA,NA,0.02
"7206",1976-09-23,NA,NA,NA,NA,0.02
"7207",1976-09-24,NA,NA,NA,NA,0.02
"7208",1976-09-25,NA,NA,NA,NA,0.02
"7209",1976-09-26,NA,NA,NA,NA,0.02
"7210",1976-09-27,NA,NA,NA,NA,0.02
"7211",1976-09-28,NA,NA,NA,NA,0.02
"7212",1976-09-29,NA,NA,NA,NA,0.02
"7213",1976-09-30,NA,NA,NA,NA,0.02
"7214",1976-10-01,NA,NA,NA,NA,0.02
"7215",1976-10-02,NA,NA,NA,NA,0.02
"7216",1976-10-03,NA,NA,NA,NA,0.02
"7217",1976-10-04,NA,NA,NA,NA,0.02
"7218",1976-10-05,NA,NA,NA,NA,0.02
"7219",1976-10-06,NA,NA,NA,NA,0.02
"7220",1976-10-07,NA,NA,NA,NA,0.02
"7221",1976-10-08,NA,NA,NA,NA,0.02
"7222",1976-10-09,NA,NA,NA,NA,0.02
"7223",1976-10-10,NA,NA,NA,NA,0.02
"7224",1976-10-11,NA,NA,NA,NA,0.02
"7225",1976-10-12,NA,NA,NA,NA,0.02
"7226",1976-10-13,NA,NA,NA,NA,0.02
"7227",1976-10-14,NA,NA,NA,NA,0.02
"7228",1976-10-15,NA,NA,NA,NA,0.02
"7229",1976-10-16,NA,NA,NA,NA,0.02
"7230",1976-10-17,NA,NA,NA,NA,0.02
"7231",1976-10-18,NA,NA,NA,NA,0.02
"7232",1976-10-19,NA,NA,NA,NA,0.02
"7233",1976-10-20,NA,NA,NA,NA,0.02
"7234",1976-10-21,NA,NA,NA,NA,0.02
"7235",1976-10-22,NA,NA,NA,NA,0.01
"7236",1976-10-23,NA,NA,NA,NA,0.01
"7237",1976-10-24,NA,NA,NA,NA,0.01
"7238",1976-10-25,NA,NA,NA,NA,0.01
"7239",1976-10-26,NA,NA,NA,NA,0.01
"7240",1976-10-27,NA,NA,NA,NA,0.01
"7241",1976-10-28,NA,NA,NA,NA,0.01
"7242",1976-10-29,NA,NA,NA,NA,0.01
"7243",1976-10-30,NA,NA,NA,NA,0.01
"7244",1976-10-31,NA,NA,NA,NA,0.01
"7245",1976-11-01,NA,NA,NA,NA,0.01
"7246",1976-11-02,NA,NA,NA,NA,0.01
"7247",1976-11-03,NA,NA,NA,NA,0.01
"7248",1976-11-04,NA,NA,NA,NA,NA
"7249",1976-11-05,NA,NA,NA,NA,NA
"7250",1976-11-06,NA,NA,NA,NA,NA
"7251",1976-11-07,NA,NA,NA,NA,NA
"7252",1976-11-08,NA,NA,NA,NA,NA
"7253",1976-11-09,NA,NA,NA,NA,NA
"7254",1976-11-10,NA,NA,NA,NA,NA
"7255",1976-11-11,NA,NA,NA,NA,NA
"7256",1976-11-12,NA,NA,NA,NA,NA
"7257",1976-11-13,NA,NA,NA,NA,NA
"7258",1976-11-14,NA,NA,NA,NA,NA
"7259",1976-11-15,NA,NA,NA,NA,NA
"7260",1976-11-16,NA,NA,NA,NA,NA
"7261",1976-11-17,NA,NA,NA,NA,NA
"7262",1976-11-18,NA,NA,NA,NA,NA
"7263",1976-11-19,NA,NA,NA,NA,NA
"7264",1976-11-20,NA,NA,NA,NA,NA
"7265",1976-11-21,NA,NA,NA,NA,NA
"7266",1976-11-22,NA,NA,NA,NA,NA
"7267",1976-11-23,NA,NA,NA,NA,NA
"7268",1976-11-24,NA,NA,NA,NA,NA
"7269",1976-11-25,NA,NA,NA,NA,NA
"7270",1976-11-26,NA,NA,NA,NA,NA
"7271",1976-11-27,NA,NA,NA,NA,NA
"7272",1976-11-28,NA,NA,NA,NA,NA
"7273",1976-11-29,NA,NA,NA,NA,NA
"7274",1976-11-30,NA,NA,NA,NA,NA
"7275",1976-12-01,NA,NA,NA,NA,NA
"7276",1976-12-02,NA,NA,NA,NA,NA
"7277",1976-12-03,NA,NA,NA,NA,NA
"7278",1976-12-04,NA,NA,NA,NA,NA
"7279",1976-12-05,NA,NA,NA,NA,NA
"7280",1976-12-06,NA,NA,NA,NA,NA
"7281",1976-12-07,NA,NA,NA,NA,NA
"7282",1976-12-08,NA,NA,NA,NA,NA
"7283",1976-12-09,NA,NA,NA,NA,NA
"7284",1976-12-10,NA,NA,NA,NA,NA
"7285",1976-12-11,NA,NA,NA,NA,NA
"7286",1976-12-12,NA,NA,NA,NA,NA
"7287",1976-12-13,NA,NA,NA,NA,NA
"7288",1976-12-14,NA,NA,NA,NA,NA
"7289",1976-12-15,NA,NA,NA,NA,NA
"7290",1976-12-16,NA,NA,NA,NA,NA
"7291",1976-12-17,NA,NA,NA,NA,NA
"7292",1976-12-18,NA,NA,NA,NA,NA
"7293",1976-12-19,NA,NA,NA,NA,NA
"7294",1976-12-20,NA,NA,NA,NA,NA
"7295",1976-12-21,NA,NA,NA,NA,NA
"7296",1976-12-22,NA,NA,NA,NA,NA
"7297",1976-12-23,NA,NA,NA,NA,NA
"7298",1976-12-24,NA,NA,NA,NA,NA
"7299",1976-12-25,NA,NA,NA,NA,NA
"7300",1976-12-26,NA,NA,NA,NA,NA
"7301",1976-12-27,NA,NA,NA,NA,NA
"7302",1976-12-28,NA,NA,NA,NA,NA
"7303",1976-12-29,NA,NA,NA,NA,NA
"7304",1976-12-30,NA,NA,NA,NA,NA
"7305",1976-12-31,NA,NA,NA,NA,NA
"7306",1977-01-01,NA,NA,NA,NA,NA
"7307",1977-01-02,NA,NA,NA,NA,NA
"7308",1977-01-03,NA,NA,NA,NA,NA
"7309",1977-01-04,NA,NA,NA,NA,NA
"7310",1977-01-05,NA,NA,NA,NA,NA
"7311",1977-01-06,NA,NA,NA,NA,0.03
"7312",1977-01-07,NA,NA,NA,NA,0.03
"7313",1977-01-08,NA,NA,NA,NA,0.03
"7314",1977-01-09,NA,NA,NA,NA,0.04
"7315",1977-01-10,NA,NA,NA,NA,0.04
"7316",1977-01-11,NA,NA,NA,NA,0.04
"7317",1977-01-12,NA,NA,NA,NA,0.06
"7318",1977-01-13,NA,NA,NA,NA,0.06
"7319",1977-01-14,NA,NA,NA,NA,0.05
"7320",1977-01-15,NA,NA,NA,NA,0.05
"7321",1977-01-16,NA,NA,NA,NA,0.05
"7322",1977-01-17,NA,NA,NA,NA,0.05
"7323",1977-01-18,NA,NA,NA,NA,0.05
"7324",1977-01-19,NA,NA,NA,NA,0.05
"7325",1977-01-20,NA,NA,NA,NA,0.06
"7326",1977-01-21,NA,NA,NA,NA,0.06
"7327",1977-01-22,NA,NA,NA,NA,0.06
"7328",1977-01-23,NA,NA,NA,NA,0.06
"7329",1977-01-24,NA,NA,NA,NA,0.06
"7330",1977-01-25,NA,NA,NA,NA,0.07
"7331",1977-01-26,NA,NA,NA,NA,0.07
"7332",1977-01-27,NA,NA,NA,NA,0.06
"7333",1977-01-28,NA,NA,NA,NA,0.06
"7334",1977-01-29,NA,NA,NA,NA,0.06
"7335",1977-01-30,NA,NA,NA,NA,0.06
"7336",1977-01-31,NA,NA,NA,NA,1
"7337",1977-02-01,NA,NA,NA,NA,0.8
"7338",1977-02-02,NA,NA,NA,NA,0.4
"7339",1977-02-03,NA,NA,NA,NA,0.2
"7340",1977-02-04,NA,NA,NA,NA,0.15
"7341",1977-02-05,NA,NA,NA,NA,0.1
"7342",1977-02-06,NA,NA,NA,NA,1.6
"7343",1977-02-07,NA,NA,NA,NA,0.5
"7344",1977-02-08,NA,NA,NA,NA,0.3
"7345",1977-02-09,NA,NA,NA,NA,0.1
"7346",1977-02-10,NA,NA,NA,NA,0.1
"7347",1977-02-11,NA,NA,NA,NA,0.1
"7348",1977-02-12,NA,NA,NA,NA,0.1
"7349",1977-02-13,NA,NA,NA,NA,0.1
"7350",1977-02-14,NA,NA,NA,NA,0.5
"7351",1977-02-15,NA,NA,NA,NA,0.3
"7352",1977-02-16,NA,NA,NA,NA,0.2
"7353",1977-02-17,NA,NA,NA,NA,0.2
"7354",1977-02-18,NA,NA,NA,NA,0.2
"7355",1977-02-19,NA,NA,NA,NA,0.2
"7356",1977-02-20,NA,NA,NA,NA,5
"7357",1977-02-21,NA,NA,NA,NA,2
"7358",1977-02-22,NA,NA,NA,NA,1
"7359",1977-02-23,NA,NA,NA,NA,1
"7360",1977-02-24,NA,NA,NA,NA,1
"7361",1977-02-25,NA,NA,NA,NA,1
"7362",1977-02-26,NA,NA,NA,NA,4
"7363",1977-02-27,NA,NA,NA,NA,5
"7364",1977-02-28,NA,NA,NA,NA,4
"7365",1977-03-01,NA,NA,NA,NA,0.2
"7366",1977-03-02,NA,NA,NA,NA,0.2
"7367",1977-03-03,NA,NA,NA,NA,0.2
"7368",1977-03-04,NA,NA,NA,NA,0.2
"7369",1977-03-05,NA,NA,NA,NA,0.1
"7370",1977-03-06,NA,NA,NA,NA,0.1
"7371",1977-03-07,NA,NA,NA,NA,0.1
"7372",1977-03-08,NA,NA,NA,NA,0.1
"7373",1977-03-09,NA,NA,NA,NA,0.1
"7374",1977-03-10,NA,NA,NA,NA,0.1
"7375",1977-03-11,NA,NA,NA,NA,0.1
"7376",1977-03-12,NA,NA,NA,NA,0.1
"7377",1977-03-13,NA,NA,NA,NA,0.1
"7378",1977-03-14,NA,NA,NA,NA,0.1
"7379",1977-03-15,NA,NA,NA,NA,0.1
"7380",1977-03-16,NA,NA,NA,NA,0.1
"7381",1977-03-17,NA,NA,NA,NA,0.1
"7382",1977-03-18,NA,NA,NA,NA,0.1
"7383",1977-03-19,NA,NA,NA,NA,0.1
"7384",1977-03-20,NA,NA,NA,NA,0.1
"7385",1977-03-21,NA,NA,NA,NA,0.1
"7386",1977-03-22,NA,NA,NA,NA,0.08
"7387",1977-03-23,NA,NA,NA,NA,0.08
"7388",1977-03-24,NA,NA,NA,NA,0.1
"7389",1977-03-25,NA,NA,NA,NA,3
"7390",1977-03-26,NA,NA,NA,NA,2
"7391",1977-03-27,NA,NA,NA,NA,1
"7392",1977-03-28,NA,NA,NA,NA,1
"7393",1977-03-29,NA,NA,NA,NA,2
"7394",1977-03-30,NA,NA,NA,NA,2
"7395",1977-03-31,NA,NA,NA,NA,1
"7396",1977-04-01,NA,NA,NA,NA,1
"7397",1977-04-02,NA,NA,NA,NA,1
"7398",1977-04-03,NA,NA,NA,NA,1
"7399",1977-04-04,NA,NA,NA,NA,1
"7400",1977-04-05,NA,NA,NA,NA,1
"7401",1977-04-06,NA,NA,NA,NA,0.8
"7402",1977-04-07,NA,NA,NA,NA,0.8
"7403",1977-04-08,NA,NA,NA,NA,0.8
"7404",1977-04-09,NA,NA,NA,NA,0.8
"7405",1977-04-10,NA,NA,NA,NA,0.8
"7406",1977-04-11,NA,NA,NA,NA,0.8
"7407",1977-04-12,NA,NA,NA,NA,0.6
"7408",1977-04-13,NA,NA,NA,NA,0.6
"7409",1977-04-14,NA,NA,NA,NA,0.6
"7410",1977-04-15,NA,NA,NA,NA,0.6
"7411",1977-04-16,NA,NA,NA,NA,0.6
"7412",1977-04-17,NA,NA,NA,NA,0.4
"7413",1977-04-18,NA,NA,NA,NA,0.4
"7414",1977-04-19,NA,NA,NA,NA,0.4
"7415",1977-04-20,NA,NA,NA,NA,0.4
"7416",1977-04-21,NA,NA,NA,NA,0.4
"7417",1977-04-22,NA,NA,NA,NA,0.4
"7418",1977-04-23,NA,NA,NA,NA,1.5
"7419",1977-04-24,NA,NA,NA,NA,3
"7420",1977-04-25,NA,NA,NA,NA,1.5
"7421",1977-04-26,NA,NA,NA,NA,3
"7422",1977-04-27,NA,NA,NA,NA,2
"7423",1977-04-28,NA,NA,NA,NA,1
"7424",1977-04-29,NA,NA,NA,NA,1
"7425",1977-04-30,NA,NA,NA,NA,0.5
"7426",1977-05-01,NA,NA,NA,NA,0.5
"7427",1977-05-02,NA,NA,NA,NA,0.4
"7428",1977-05-03,NA,NA,NA,NA,0.3
"7429",1977-05-04,NA,NA,NA,NA,0.3
"7430",1977-05-05,NA,NA,NA,NA,0.2
"7431",1977-05-06,NA,NA,NA,NA,0.2
"7432",1977-05-07,NA,NA,NA,NA,0.2
"7433",1977-05-08,NA,NA,NA,NA,0.2
"7434",1977-05-09,NA,NA,NA,NA,0.2
"7435",1977-05-10,NA,NA,NA,NA,0.2
"7436",1977-05-11,NA,NA,NA,NA,0.2
"7437",1977-05-12,NA,NA,NA,NA,0.2
"7438",1977-05-13,NA,NA,NA,NA,0.2
"7439",1977-05-14,NA,NA,NA,NA,0.2
"7440",1977-05-15,NA,NA,NA,NA,0.2
"7441",1977-05-16,NA,NA,NA,NA,0.2
"7442",1977-05-17,NA,NA,NA,NA,0.2
"7443",1977-05-18,NA,NA,NA,NA,0.2
"7444",1977-05-19,NA,NA,NA,NA,0.2
"7445",1977-05-20,NA,NA,NA,NA,0.2
"7446",1977-05-21,NA,NA,NA,NA,0.2
"7447",1977-05-22,NA,NA,NA,NA,0.2
"7448",1977-05-23,NA,NA,NA,NA,0.2
"7449",1977-05-24,NA,NA,NA,NA,0.2
"7450",1977-05-25,NA,NA,NA,NA,0.2
"7451",1977-05-26,NA,NA,NA,NA,0.2
"7452",1977-05-27,NA,NA,NA,NA,0.2
"7453",1977-05-28,NA,NA,NA,NA,0.2
"7454",1977-05-29,NA,NA,NA,NA,0.2
"7455",1977-05-30,NA,NA,NA,NA,0.15
"7456",1977-05-31,NA,NA,NA,NA,0.15
"7457",1977-06-01,NA,NA,NA,NA,0.2
"7458",1977-06-02,NA,NA,NA,NA,0.15
"7459",1977-06-03,NA,NA,NA,NA,0.2
"7460",1977-06-04,NA,NA,NA,NA,0.15
"7461",1977-06-05,NA,NA,NA,NA,0.15
"7462",1977-06-06,NA,NA,NA,NA,0.1
"7463",1977-06-07,NA,NA,NA,NA,0.1
"7464",1977-06-08,NA,NA,NA,NA,0.1
"7465",1977-06-09,NA,NA,NA,NA,0.1
"7466",1977-06-10,NA,NA,NA,NA,0.1
"7467",1977-06-11,NA,NA,NA,NA,0.1
"7468",1977-06-12,NA,NA,NA,NA,0.1
"7469",1977-06-13,NA,NA,NA,NA,0.1
"7470",1977-06-14,NA,NA,NA,NA,0.1
"7471",1977-06-15,NA,NA,NA,NA,0.1
"7472",1977-06-16,NA,NA,NA,NA,0.1
"7473",1977-06-17,NA,NA,NA,NA,0.1
"7474",1977-06-18,NA,NA,NA,NA,0.1
"7475",1977-06-19,NA,NA,NA,NA,0.1
"7476",1977-06-20,NA,NA,NA,NA,0.1
"7477",1977-06-21,NA,NA,NA,NA,0.1
"7478",1977-06-22,NA,NA,NA,NA,0.1
"7479",1977-06-23,NA,NA,NA,NA,0.1
"7480",1977-06-24,NA,NA,NA,NA,0.1
"7481",1977-06-25,NA,NA,NA,NA,0.1
"7482",1977-06-26,NA,NA,NA,NA,0.1
"7483",1977-06-27,NA,NA,NA,NA,0.1
"7484",1977-06-28,NA,NA,NA,NA,0.1
"7485",1977-06-29,NA,NA,NA,NA,0.1
"7486",1977-06-30,NA,NA,NA,NA,0.1
"7487",1977-07-01,NA,NA,NA,NA,0.1
"7488",1977-07-02,NA,NA,NA,NA,0.1
"7489",1977-07-03,NA,NA,NA,NA,0.1
"7490",1977-07-04,NA,NA,NA,NA,0.1
"7491",1977-07-05,NA,NA,NA,NA,0.1
"7492",1977-07-06,NA,NA,NA,NA,0.1
