"","Fecha","Nivel06 (m)","Nivel10 (m)","Nivel14 (m)","Nivel18 (m)","Caudal (m^3/s)"
"1",1957-01-01,NA,NA,NA,NA,NA
"2",1957-01-02,NA,NA,NA,NA,NA
"3",1957-01-03,NA,NA,NA,NA,NA
"4",1957-01-04,NA,NA,NA,NA,NA
"5",1957-01-05,NA,NA,NA,NA,NA
"6",1957-01-06,NA,NA,NA,NA,NA
"7",1957-01-07,NA,NA,NA,NA,NA
"8",1957-01-08,NA,NA,NA,NA,NA
"9",1957-01-09,NA,NA,NA,NA,NA
"10",1957-01-10,NA,NA,NA,NA,NA
"11",1957-01-11,NA,NA,NA,NA,NA
"12",1957-01-12,NA,NA,NA,NA,NA
"13",1957-01-13,NA,NA,NA,NA,NA
"14",1957-01-14,NA,NA,NA,NA,NA
"15",1957-01-15,NA,NA,NA,NA,NA
"16",1957-01-16,NA,NA,NA,NA,NA
"17",1957-01-17,NA,NA,NA,NA,NA
"18",1957-01-18,NA,NA,NA,NA,NA
"19",1957-01-19,NA,NA,NA,NA,NA
"20",1957-01-20,NA,NA,NA,NA,NA
"21",1957-01-21,NA,NA,NA,NA,NA
"22",1957-01-22,NA,NA,NA,NA,NA
"23",1957-01-23,NA,NA,NA,NA,NA
"24",1957-01-24,NA,NA,NA,NA,NA
"25",1957-01-25,NA,NA,NA,NA,NA
"26",1957-01-26,NA,NA,NA,NA,NA
"27",1957-01-27,NA,NA,NA,NA,NA
"28",1957-01-28,NA,NA,NA,NA,NA
"29",1957-01-29,NA,NA,NA,NA,NA
"30",1957-01-30,NA,NA,NA,NA,NA
"31",1957-01-31,NA,NA,NA,NA,NA
"32",1957-02-01,NA,NA,NA,NA,NA
"33",1957-02-02,NA,NA,NA,NA,NA
"34",1957-02-03,NA,NA,NA,NA,NA
"35",1957-02-04,NA,NA,NA,NA,NA
"36",1957-02-05,NA,NA,NA,NA,NA
"37",1957-02-06,NA,NA,NA,NA,NA
"38",1957-02-07,NA,NA,NA,NA,NA
"39",1957-02-08,NA,NA,NA,NA,NA
"40",1957-02-09,NA,NA,NA,NA,NA
"41",1957-02-10,NA,NA,NA,NA,NA
"42",1957-02-11,NA,NA,NA,NA,NA
"43",1957-02-12,NA,NA,NA,NA,NA
"44",1957-02-13,NA,NA,NA,NA,NA
"45",1957-02-14,NA,NA,NA,NA,NA
"46",1957-02-15,NA,NA,NA,NA,NA
"47",1957-02-16,NA,NA,NA,NA,NA
"48",1957-02-17,NA,NA,NA,NA,NA
"49",1957-02-18,NA,NA,NA,NA,NA
"50",1957-02-19,NA,NA,NA,NA,NA
"51",1957-02-20,NA,NA,NA,NA,NA
"52",1957-02-21,NA,NA,NA,NA,NA
"53",1957-02-22,NA,NA,NA,NA,NA
"54",1957-02-23,NA,NA,NA,NA,NA
"55",1957-02-24,NA,NA,NA,NA,NA
"56",1957-02-25,NA,NA,NA,NA,NA
"57",1957-02-26,NA,NA,NA,NA,0.5
"58",1957-02-27,NA,NA,NA,NA,0.49
"59",1957-02-28,NA,NA,NA,NA,0.6
"60",1957-03-01,NA,NA,NA,NA,0.6
"61",1957-03-02,NA,NA,NA,NA,0.65
"62",1957-03-03,NA,NA,NA,NA,1.8
"63",1957-03-04,NA,NA,NA,NA,1.8
"64",1957-03-05,NA,NA,NA,NA,1.6
"65",1957-03-06,NA,NA,NA,NA,1.2
"66",1957-03-07,NA,NA,NA,NA,1.1
"67",1957-03-08,NA,NA,NA,NA,1.1
"68",1957-03-09,NA,NA,NA,NA,1.1
"69",1957-03-10,NA,NA,NA,NA,2.1
"70",1957-03-11,NA,NA,NA,NA,2
"71",1957-03-12,NA,NA,NA,NA,2
"72",1957-03-13,NA,NA,NA,NA,2
"73",1957-03-14,NA,NA,NA,NA,1.9
"74",1957-03-15,NA,NA,NA,NA,2.2
"75",1957-03-16,NA,NA,NA,NA,2.25
"76",1957-03-17,NA,NA,NA,NA,2.2
"77",1957-03-18,NA,NA,NA,NA,2.2
"78",1957-03-19,NA,NA,NA,NA,2
"79",1957-03-20,NA,NA,NA,NA,1.9
"80",1957-03-21,NA,NA,NA,NA,2.15
"81",1957-03-22,NA,NA,NA,NA,2.25
"82",1957-03-23,NA,NA,NA,NA,2.5
"83",1957-03-24,NA,NA,NA,NA,1.8
"84",1957-03-25,NA,NA,NA,NA,1.5
"85",1957-03-26,NA,NA,NA,NA,1.4
"86",1957-03-27,NA,NA,NA,NA,1.1
"87",1957-03-28,NA,NA,NA,NA,1.5
"88",1957-03-29,NA,NA,NA,NA,0.99
"89",1957-03-30,NA,NA,NA,NA,0.9
"90",1957-03-31,NA,NA,NA,NA,0.85
"91",1957-04-01,NA,NA,NA,NA,0.8
"92",1957-04-02,NA,NA,NA,NA,0.8
"93",1957-04-03,NA,NA,NA,NA,0.8
"94",1957-04-04,NA,NA,NA,NA,0.85
"95",1957-04-05,NA,NA,NA,NA,0.99
"96",1957-04-06,NA,NA,NA,NA,2.2
"97",1957-04-07,NA,NA,NA,NA,5
"98",1957-04-08,NA,NA,NA,NA,2.5
"99",1957-04-09,NA,NA,NA,NA,2
"100",1957-04-10,NA,NA,NA,NA,2.8
"101",1957-04-11,NA,NA,NA,NA,4.2
"102",1957-04-12,NA,NA,NA,NA,4.5
"103",1957-04-13,NA,NA,NA,NA,3.2
"104",1957-04-14,NA,NA,NA,NA,5
"105",1957-04-15,NA,NA,NA,NA,3
"106",1957-04-16,NA,NA,NA,NA,2.8
"107",1957-04-17,NA,NA,NA,NA,3
"108",1957-04-18,NA,NA,NA,NA,2.8
"109",1957-04-19,NA,NA,NA,NA,3.5
"110",1957-04-20,NA,NA,NA,NA,3
"111",1957-04-21,NA,NA,NA,NA,3
"112",1957-04-22,NA,NA,NA,NA,2.7
"113",1957-04-23,NA,NA,NA,NA,2.25
"114",1957-04-24,NA,NA,NA,NA,2.5
"115",1957-04-25,NA,NA,NA,NA,3
"116",1957-04-26,NA,NA,NA,NA,4.5
"117",1957-04-27,NA,NA,NA,NA,4.3
"118",1957-04-28,NA,NA,NA,NA,2.8
"119",1957-04-29,NA,NA,NA,NA,2.3
"120",1957-04-30,NA,NA,NA,NA,2.2
"121",1957-05-01,NA,NA,NA,NA,1.1
"122",1957-05-02,NA,NA,NA,NA,1
"123",1957-05-03,NA,NA,NA,NA,1.1
"124",1957-05-04,NA,NA,NA,NA,0.85
"125",1957-05-05,NA,NA,NA,NA,0.85
"126",1957-05-06,NA,NA,NA,NA,0.8
"127",1957-05-07,NA,NA,NA,NA,0.8
"128",1957-05-08,NA,NA,NA,NA,0.79
"129",1957-05-09,NA,NA,NA,NA,0.76
"130",1957-05-10,NA,NA,NA,NA,0.7
"131",1957-05-11,NA,NA,NA,NA,0.75
"132",1957-05-12,NA,NA,NA,NA,0.74
"133",1957-05-13,NA,NA,NA,NA,0.74
"134",1957-05-14,NA,NA,NA,NA,0.7
"135",1957-05-15,NA,NA,NA,NA,0.7
"136",1957-05-16,NA,NA,NA,NA,0.7
"137",1957-05-17,NA,NA,NA,NA,0.7
"138",1957-05-18,NA,NA,NA,NA,0.7
"139",1957-05-19,NA,NA,NA,NA,0.7
"140",1957-05-20,NA,NA,NA,NA,0.7
"141",1957-05-21,NA,NA,NA,NA,0.68
"142",1957-05-22,NA,NA,NA,NA,0.68
"143",1957-05-23,NA,NA,NA,NA,0.68
"144",1957-05-24,NA,NA,NA,NA,0.68
"145",1957-05-25,NA,NA,NA,NA,0.67
"146",1957-05-26,NA,NA,NA,NA,0.67
"147",1957-05-27,NA,NA,NA,NA,0.72
"148",1957-05-28,NA,NA,NA,NA,0.72
"149",1957-05-29,NA,NA,NA,NA,0.72
"150",1957-05-30,NA,NA,NA,NA,0.71
"151",1957-05-31,NA,NA,NA,NA,0.7
"152",1957-06-01,NA,NA,NA,NA,0.7
"153",1957-06-02,NA,NA,NA,NA,0.7
"154",1957-06-03,NA,NA,NA,NA,0.7
"155",1957-06-04,NA,NA,NA,NA,0.7
"156",1957-06-05,NA,NA,NA,NA,0.7
"157",1957-06-06,NA,NA,NA,NA,0.7
"158",1957-06-07,NA,NA,NA,NA,0.69
"159",1957-06-08,NA,NA,NA,NA,0.69
"160",1957-06-09,NA,NA,NA,NA,0.68
"161",1957-06-10,NA,NA,NA,NA,0.68
"162",1957-06-11,NA,NA,NA,NA,0.67
"163",1957-06-12,NA,NA,NA,NA,1
"164",1957-06-13,NA,NA,NA,NA,1
"165",1957-06-14,NA,NA,NA,NA,1
"166",1957-06-15,NA,NA,NA,NA,1
"167",1957-06-16,NA,NA,NA,NA,1.05
"168",1957-06-17,NA,NA,NA,NA,1.05
"169",1957-06-18,NA,NA,NA,NA,1.02
"170",1957-06-19,NA,NA,NA,NA,1.01
"171",1957-06-20,NA,NA,NA,NA,1
"172",1957-06-21,NA,NA,NA,NA,1
"173",1957-06-22,NA,NA,NA,NA,1
"174",1957-06-23,NA,NA,NA,NA,1
"175",1957-06-24,NA,NA,NA,NA,1
"176",1957-06-25,NA,NA,NA,NA,0.99
"177",1957-06-26,NA,NA,NA,NA,1
"178",1957-06-27,NA,NA,NA,NA,1
"179",1957-06-28,NA,NA,NA,NA,1
"180",1957-06-29,NA,NA,NA,NA,1
"181",1957-06-30,NA,NA,NA,NA,1
"182",1957-07-01,NA,NA,NA,NA,1
"183",1957-07-02,NA,NA,NA,NA,0.99
"184",1957-07-03,NA,NA,NA,NA,0.98
"185",1957-07-04,NA,NA,NA,NA,0.98
"186",1957-07-05,NA,NA,NA,NA,0.97
"187",1957-07-06,NA,NA,NA,NA,0.95
"188",1957-07-07,NA,NA,NA,NA,0.94
"189",1957-07-08,NA,NA,NA,NA,0.94
"190",1957-07-09,NA,NA,NA,NA,0.92
"191",1957-07-10,NA,NA,NA,NA,0.92
"192",1957-07-11,NA,NA,NA,NA,0.91
"193",1957-07-12,NA,NA,NA,NA,0.9
"194",1957-07-13,NA,NA,NA,NA,0.9
"195",1957-07-14,NA,NA,NA,NA,1.2
"196",1957-07-15,NA,NA,NA,NA,1.2
"197",1957-07-16,NA,NA,NA,NA,1.1
"198",1957-07-17,NA,NA,NA,NA,0.9
"199",1957-07-18,NA,NA,NA,NA,0.9
"200",1957-07-19,NA,NA,NA,NA,0.9
"201",1957-07-20,NA,NA,NA,NA,0.9
"202",1957-07-21,NA,NA,NA,NA,0.7
"203",1957-07-22,NA,NA,NA,NA,0.7
"204",1957-07-23,NA,NA,NA,NA,0.7
"205",1957-07-24,NA,NA,NA,NA,0.65
"206",1957-07-25,NA,NA,NA,NA,0.6
"207",1957-07-26,NA,NA,NA,NA,0.58
"208",1957-07-27,NA,NA,NA,NA,0.57
"209",1957-07-28,NA,NA,NA,NA,0.5
"210",1957-07-29,NA,NA,NA,NA,0.5
"211",1957-07-30,NA,NA,NA,NA,0.5
"212",1957-07-31,NA,NA,NA,NA,0.5
"213",1957-08-01,NA,NA,NA,NA,0.5
"214",1957-08-02,NA,NA,NA,NA,0.48
"215",1957-08-03,NA,NA,NA,NA,0.48
"216",1957-08-04,NA,NA,NA,NA,0.47
"217",1957-08-05,NA,NA,NA,NA,0.47
"218",1957-08-06,NA,NA,NA,NA,0.46
"219",1957-08-07,NA,NA,NA,NA,0.45
"220",1957-08-08,NA,NA,NA,NA,0.44
"221",1957-08-09,NA,NA,NA,NA,0.4
"222",1957-08-10,NA,NA,NA,NA,0.39
"223",1957-08-11,NA,NA,NA,NA,0.39
"224",1957-08-12,NA,NA,NA,NA,0.39
"225",1957-08-13,NA,NA,NA,NA,0.38
"226",1957-08-14,NA,NA,NA,NA,0.38
"227",1957-08-15,NA,NA,NA,NA,0.38
"228",1957-08-16,NA,NA,NA,NA,0.38
"229",1957-08-17,NA,NA,NA,NA,NA
"230",1957-08-18,NA,NA,NA,NA,NA
"231",1957-08-19,NA,NA,NA,NA,NA
"232",1957-08-20,NA,NA,NA,NA,NA
"233",1957-08-21,NA,NA,NA,NA,NA
"234",1957-08-22,NA,NA,NA,NA,NA
"235",1957-08-23,NA,NA,NA,NA,NA
"236",1957-08-24,NA,NA,NA,NA,NA
"237",1957-08-25,NA,NA,NA,NA,NA
"238",1957-08-26,NA,NA,NA,NA,NA
"239",1957-08-27,NA,NA,NA,NA,NA
"240",1957-08-28,NA,NA,NA,NA,NA
"241",1957-08-29,NA,NA,NA,NA,NA
"242",1957-08-30,NA,NA,NA,NA,NA
"243",1957-08-31,NA,NA,NA,NA,NA
"244",1957-09-01,NA,NA,NA,NA,NA
"245",1957-09-02,NA,NA,NA,NA,NA
"246",1957-09-03,NA,NA,NA,NA,NA
"247",1957-09-04,NA,NA,NA,NA,NA
"248",1957-09-05,NA,NA,NA,NA,NA
"249",1957-09-06,NA,NA,NA,NA,NA
"250",1957-09-07,NA,NA,NA,NA,NA
"251",1957-09-08,NA,NA,NA,NA,NA
"252",1957-09-09,NA,NA,NA,NA,NA
"253",1957-09-10,NA,NA,NA,NA,NA
"254",1957-09-11,NA,NA,NA,NA,NA
"255",1957-09-12,NA,NA,NA,NA,NA
"256",1957-09-13,NA,NA,NA,NA,NA
"257",1957-09-14,NA,NA,NA,NA,NA
"258",1957-09-15,NA,NA,NA,NA,NA
"259",1957-09-16,NA,NA,NA,NA,NA
"260",1957-09-17,NA,NA,NA,NA,NA
"261",1957-09-18,NA,NA,NA,NA,NA
"262",1957-09-19,NA,NA,NA,NA,NA
"263",1957-09-20,NA,NA,NA,NA,NA
"264",1957-09-21,NA,NA,NA,NA,NA
"265",1957-09-22,NA,NA,NA,NA,NA
"266",1957-09-23,NA,NA,NA,NA,NA
"267",1957-09-24,NA,NA,NA,NA,NA
"268",1957-09-25,NA,NA,NA,NA,NA
"269",1957-09-26,NA,NA,NA,NA,NA
"270",1957-09-27,NA,NA,NA,NA,NA
"271",1957-09-28,NA,NA,NA,NA,NA
"272",1957-09-29,NA,NA,NA,NA,NA
"273",1957-09-30,NA,NA,NA,NA,NA
"274",1957-10-01,NA,NA,NA,NA,NA
"275",1957-10-02,NA,NA,NA,NA,NA
"276",1957-10-03,NA,NA,NA,NA,NA
"277",1957-10-04,NA,NA,NA,NA,NA
"278",1957-10-05,NA,NA,NA,NA,NA
"279",1957-10-06,NA,NA,NA,NA,NA
"280",1957-10-07,NA,NA,NA,NA,NA
"281",1957-10-08,NA,NA,NA,NA,NA
"282",1957-10-09,NA,NA,NA,NA,NA
"283",1957-10-10,NA,NA,NA,NA,NA
"284",1957-10-11,NA,NA,NA,NA,NA
"285",1957-10-12,NA,NA,NA,NA,NA
"286",1957-10-13,NA,NA,NA,NA,NA
"287",1957-10-14,NA,NA,NA,NA,NA
"288",1957-10-15,NA,NA,NA,NA,NA
"289",1957-10-16,NA,NA,NA,NA,NA
"290",1957-10-17,NA,NA,NA,NA,NA
"291",1957-10-18,NA,NA,NA,NA,NA
"292",1957-10-19,NA,NA,NA,NA,NA
"293",1957-10-20,NA,NA,NA,NA,NA
"294",1957-10-21,NA,NA,NA,NA,NA
"295",1957-10-22,NA,NA,NA,NA,NA
"296",1957-10-23,NA,NA,NA,NA,NA
"297",1957-10-24,NA,NA,NA,NA,NA
"298",1957-10-25,NA,NA,NA,NA,NA
"299",1957-10-26,NA,NA,NA,NA,NA
"300",1957-10-27,NA,NA,NA,NA,0.2
"301",1957-10-28,NA,NA,NA,NA,0.2
"302",1957-10-29,NA,NA,NA,NA,0.19
"303",1957-10-30,NA,NA,NA,NA,NA
"304",1957-10-31,NA,NA,NA,NA,0.18
"305",1957-11-01,NA,NA,NA,NA,0.17
"306",1957-11-02,NA,NA,NA,NA,0.17
"307",1957-11-03,NA,NA,NA,NA,0.2
"308",1957-11-04,NA,NA,NA,NA,0.2
"309",1957-11-05,NA,NA,NA,NA,0.25
"310",1957-11-06,NA,NA,NA,NA,0.24
"311",1957-11-07,NA,NA,NA,NA,0.24
"312",1957-11-08,NA,NA,NA,NA,0.23
"313",1957-11-09,NA,NA,NA,NA,0.22
"314",1957-11-10,NA,NA,NA,NA,0.21
"315",1957-11-11,NA,NA,NA,NA,0.21
"316",1957-11-12,NA,NA,NA,NA,0.2
"317",1957-11-13,NA,NA,NA,NA,0.2
"318",1957-11-14,NA,NA,NA,NA,0.19
"319",1957-11-15,NA,NA,NA,NA,NA
"320",1957-11-16,NA,NA,NA,NA,NA
"321",1957-11-17,NA,NA,NA,NA,NA
"322",1957-11-18,NA,NA,NA,NA,NA
"323",1957-11-19,NA,NA,NA,NA,0.33
"324",1957-11-20,NA,NA,NA,NA,0.23
"325",1957-11-21,NA,NA,NA,NA,0.24
"326",1957-11-22,NA,NA,NA,NA,0.23
"327",1957-11-23,NA,NA,NA,NA,0.24
"328",1957-11-24,NA,NA,NA,NA,0.2
"329",1957-11-25,NA,NA,NA,NA,0.2
"330",1957-11-26,NA,NA,NA,NA,0.19
"331",1957-11-27,NA,NA,NA,NA,0.19
"332",1957-11-28,NA,NA,NA,NA,0.19
"333",1957-11-29,NA,NA,NA,NA,0.05
"334",1957-11-30,NA,NA,NA,NA,0.05
"335",1957-12-01,NA,NA,NA,NA,0.05
"336",1957-12-02,NA,NA,NA,NA,0.05
"337",1957-12-03,NA,NA,NA,NA,0.1
"338",1957-12-04,NA,NA,NA,NA,0.19
"339",1957-12-05,NA,NA,NA,NA,0.18
"340",1957-12-06,NA,NA,NA,NA,0.17
"341",1957-12-07,NA,NA,NA,NA,0.15
"342",1957-12-08,NA,NA,NA,NA,0.14
"343",1957-12-09,NA,NA,NA,NA,0.14
"344",1957-12-10,NA,NA,NA,NA,0.14
"345",1957-12-11,NA,NA,NA,NA,0.13
"346",1957-12-12,NA,NA,NA,NA,0.13
"347",1957-12-13,NA,NA,NA,NA,0.12
"348",1957-12-14,NA,NA,NA,NA,0.11
"349",1957-12-15,NA,NA,NA,NA,0.11
"350",1957-12-16,NA,NA,NA,NA,0.11
"351",1957-12-17,NA,NA,NA,NA,0.1
"352",1957-12-18,NA,NA,NA,NA,0.09
"353",1957-12-19,NA,NA,NA,NA,0.08
"354",1957-12-20,NA,NA,NA,NA,0.04
"355",1957-12-21,NA,NA,NA,NA,0.05
"356",1957-12-22,NA,NA,NA,NA,0.05
"357",1957-12-23,NA,NA,NA,NA,0.05
"358",1957-12-24,NA,NA,NA,NA,0.3
"359",1957-12-25,NA,NA,NA,NA,0.36
"360",1957-12-26,NA,NA,NA,NA,0.36
"361",1957-12-27,NA,NA,NA,NA,0.38
"362",1957-12-28,NA,NA,NA,NA,0.4
"363",1957-12-29,NA,NA,NA,NA,0.45
"364",1957-12-30,NA,NA,NA,NA,0.45
"365",1957-12-31,NA,NA,NA,NA,0.42
"366",1958-01-01,NA,NA,NA,NA,2.5
"367",1958-01-02,NA,NA,NA,NA,1.6
"368",1958-01-03,NA,NA,NA,NA,1.5
"369",1958-01-04,NA,NA,NA,NA,1.3
"370",1958-01-05,NA,NA,NA,NA,1.35
"371",1958-01-06,NA,NA,NA,NA,1.35
"372",1958-01-07,NA,NA,NA,NA,2
"373",1958-01-08,NA,NA,NA,NA,2.5
"374",1958-01-09,NA,NA,NA,NA,6
"375",1958-01-10,NA,NA,NA,NA,4
"376",1958-01-11,NA,NA,NA,NA,4.5
"377",1958-01-12,NA,NA,NA,NA,6.3
"378",1958-01-13,NA,NA,NA,NA,6.3
"379",1958-01-14,NA,NA,NA,NA,5
"380",1958-01-15,NA,NA,NA,NA,4
"381",1958-01-16,NA,NA,NA,NA,3
"382",1958-01-17,NA,NA,NA,NA,3.05
"383",1958-01-18,NA,NA,NA,NA,3
"384",1958-01-19,NA,NA,NA,NA,3.05
"385",1958-01-20,NA,NA,NA,NA,3
"386",1958-01-21,NA,NA,NA,NA,2.9
"387",1958-01-22,NA,NA,NA,NA,2.8
"388",1958-01-23,NA,NA,NA,NA,3
"389",1958-01-24,NA,NA,NA,NA,3
"390",1958-01-25,NA,NA,NA,NA,3.5
"391",1958-01-26,NA,NA,NA,NA,4
"392",1958-01-27,NA,NA,NA,NA,3.4
"393",1958-01-28,NA,NA,NA,NA,3
"394",1958-01-29,NA,NA,NA,NA,3.4
"395",1958-01-30,NA,NA,NA,NA,2.8
"396",1958-01-31,NA,NA,NA,NA,2.3
"397",1958-02-01,NA,NA,NA,NA,4.5
"398",1958-02-02,NA,NA,NA,NA,5
"399",1958-02-03,NA,NA,NA,NA,5
"400",1958-02-04,NA,NA,NA,NA,5
"401",1958-02-05,NA,NA,NA,NA,4.9
"402",1958-02-06,NA,NA,NA,NA,4.8
"403",1958-02-07,NA,NA,NA,NA,4.6
"404",1958-02-08,NA,NA,NA,NA,5
"405",1958-02-09,NA,NA,NA,NA,4
"406",1958-02-10,NA,NA,NA,NA,4.6
"407",1958-02-11,NA,NA,NA,NA,6.1
"408",1958-02-12,NA,NA,NA,NA,7
"409",1958-02-13,NA,NA,NA,NA,7
"410",1958-02-14,NA,NA,NA,NA,7
"411",1958-02-15,NA,NA,NA,NA,5
"412",1958-02-16,NA,NA,NA,NA,5.2
"413",1958-02-17,NA,NA,NA,NA,5.4
"414",1958-02-18,NA,NA,NA,NA,5.3
"415",1958-02-19,NA,NA,NA,NA,5.5
"416",1958-02-20,NA,NA,NA,NA,5
"417",1958-02-21,NA,NA,NA,NA,4.4
"418",1958-02-22,NA,NA,NA,NA,6.8
"419",1958-02-23,NA,NA,NA,NA,5
"420",1958-02-24,NA,NA,NA,NA,5
"421",1958-02-25,NA,NA,NA,NA,5
"422",1958-02-26,NA,NA,NA,NA,4
"423",1958-02-27,NA,NA,NA,NA,5
"424",1958-02-28,NA,NA,NA,NA,5
"425",1958-03-01,NA,NA,NA,NA,5
"426",1958-03-02,NA,NA,NA,NA,8
"427",1958-03-03,NA,NA,NA,NA,8
"428",1958-03-04,NA,NA,NA,NA,7.1
"429",1958-03-05,NA,NA,NA,NA,7
"430",1958-03-06,NA,NA,NA,NA,6.2
"431",1958-03-07,NA,NA,NA,NA,6
"432",1958-03-08,NA,NA,NA,NA,6
"433",1958-03-09,NA,NA,NA,NA,5
"434",1958-03-10,NA,NA,NA,NA,5
"435",1958-03-11,NA,NA,NA,NA,6.4
"436",1958-03-12,NA,NA,NA,NA,6
"437",1958-03-13,NA,NA,NA,NA,6
"438",1958-03-14,NA,NA,NA,NA,5.4
"439",1958-03-15,NA,NA,NA,NA,7
"440",1958-03-16,NA,NA,NA,NA,7
"441",1958-03-17,NA,NA,NA,NA,7
"442",1958-03-18,NA,NA,NA,NA,7
"443",1958-03-19,NA,NA,NA,NA,5
"444",1958-03-20,NA,NA,NA,NA,8
"445",1958-03-21,NA,NA,NA,NA,8
"446",1958-03-22,NA,NA,NA,NA,9
"447",1958-03-23,NA,NA,NA,NA,6
"448",1958-03-24,NA,NA,NA,NA,5
"449",1958-03-25,NA,NA,NA,NA,6
"450",1958-03-26,NA,NA,NA,NA,6
"451",1958-03-27,NA,NA,NA,NA,5
"452",1958-03-28,NA,NA,NA,NA,5
"453",1958-03-29,NA,NA,NA,NA,5
"454",1958-03-30,NA,NA,NA,NA,5
"455",1958-03-31,NA,NA,NA,NA,5
"456",1958-04-01,NA,NA,NA,NA,4.5
"457",1958-04-02,NA,NA,NA,NA,4
"458",1958-04-03,NA,NA,NA,NA,4
"459",1958-04-04,NA,NA,NA,NA,4
"460",1958-04-05,NA,NA,NA,NA,4
"461",1958-04-06,NA,NA,NA,NA,3.4
"462",1958-04-07,NA,NA,NA,NA,3.4
"463",1958-04-08,NA,NA,NA,NA,3.2
"464",1958-04-09,NA,NA,NA,NA,5
"465",1958-04-10,NA,NA,NA,NA,5
"466",1958-04-11,NA,NA,NA,NA,5
"467",1958-04-12,NA,NA,NA,NA,5
"468",1958-04-13,NA,NA,NA,NA,5
"469",1958-04-14,NA,NA,NA,NA,6
"470",1958-04-15,NA,NA,NA,NA,5
"471",1958-04-16,NA,NA,NA,NA,5
"472",1958-04-17,NA,NA,NA,NA,5
"473",1958-04-18,NA,NA,NA,NA,5
"474",1958-04-19,NA,NA,NA,NA,5
"475",1958-04-20,NA,NA,NA,NA,4
"476",1958-04-21,NA,NA,NA,NA,4
"477",1958-04-22,NA,NA,NA,NA,4.8
"478",1958-04-23,NA,NA,NA,NA,4.6
"479",1958-04-24,NA,NA,NA,NA,4.5
"480",1958-04-25,NA,NA,NA,NA,4.8
"481",1958-04-26,NA,NA,NA,NA,4.8
"482",1958-04-27,NA,NA,NA,NA,4.8
"483",1958-04-28,NA,NA,NA,NA,4.8
"484",1958-04-29,NA,NA,NA,NA,4.2
"485",1958-04-30,NA,NA,NA,NA,4
"486",1958-05-01,NA,NA,NA,NA,4
"487",1958-05-02,NA,NA,NA,NA,3.9
"488",1958-05-03,NA,NA,NA,NA,4
"489",1958-05-04,NA,NA,NA,NA,4
"490",1958-05-05,NA,NA,NA,NA,4
"491",1958-05-06,NA,NA,NA,NA,3.8
"492",1958-05-07,NA,NA,NA,NA,3.2
"493",1958-05-08,NA,NA,NA,NA,3.2
"494",1958-05-09,NA,NA,NA,NA,3
"495",1958-05-10,NA,NA,NA,NA,2.8
"496",1958-05-11,NA,NA,NA,NA,2.4
"497",1958-05-12,NA,NA,NA,NA,2.4
"498",1958-05-13,NA,NA,NA,NA,2.2
"499",1958-05-14,NA,NA,NA,NA,2
"500",1958-05-15,NA,NA,NA,NA,1.9
"501",1958-05-16,NA,NA,NA,NA,1.9
"502",1958-05-17,NA,NA,NA,NA,1.8
"503",1958-05-18,NA,NA,NA,NA,1.7
"504",1958-05-19,NA,NA,NA,NA,1.7
"505",1958-05-20,NA,NA,NA,NA,1.65
"506",1958-05-21,NA,NA,NA,NA,1.6
"507",1958-05-22,NA,NA,NA,NA,1.58
"508",1958-05-23,NA,NA,NA,NA,1.5
"509",1958-05-24,NA,NA,NA,NA,1.5
"510",1958-05-25,NA,NA,NA,NA,1.5
"511",1958-05-26,NA,NA,NA,NA,1.5
"512",1958-05-27,NA,NA,NA,NA,1.45
"513",1958-05-28,NA,NA,NA,NA,1.4
"514",1958-05-29,NA,NA,NA,NA,1.4
"515",1958-05-30,NA,NA,NA,NA,1.4
"516",1958-05-31,NA,NA,NA,NA,1.59
"517",1958-06-01,NA,NA,NA,NA,1.58
"518",1958-06-02,NA,NA,NA,NA,1.5
"519",1958-06-03,NA,NA,NA,NA,1.5
"520",1958-06-04,NA,NA,NA,NA,1.5
"521",1958-06-05,NA,NA,NA,NA,1.5
"522",1958-06-06,NA,NA,NA,NA,1.5
"523",1958-06-07,NA,NA,NA,NA,1.48
"524",1958-06-08,NA,NA,NA,NA,1.45
"525",1958-06-09,NA,NA,NA,NA,1.45
"526",1958-06-10,NA,NA,NA,NA,1.45
"527",1958-06-11,NA,NA,NA,NA,1.44
"528",1958-06-12,NA,NA,NA,NA,1.43
"529",1958-06-13,NA,NA,NA,NA,1.4
"530",1958-06-14,NA,NA,NA,NA,1.4
"531",1958-06-15,NA,NA,NA,NA,1.4
"532",1958-06-16,NA,NA,NA,NA,1.4
"533",1958-06-17,NA,NA,NA,NA,1.4
"534",1958-06-18,NA,NA,NA,NA,1.4
"535",1958-06-19,NA,NA,NA,NA,1.38
"536",1958-06-20,NA,NA,NA,NA,1.36
"537",1958-06-21,NA,NA,NA,NA,1.35
"538",1958-06-22,NA,NA,NA,NA,1.3
"539",1958-06-23,NA,NA,NA,NA,1.3
"540",1958-06-24,NA,NA,NA,NA,1.3
"541",1958-06-25,NA,NA,NA,NA,1.25
"542",1958-06-26,NA,NA,NA,NA,1.25
"543",1958-06-27,NA,NA,NA,NA,1.25
"544",1958-06-28,NA,NA,NA,NA,1.24
"545",1958-06-29,NA,NA,NA,NA,1.22
"546",1958-06-30,NA,NA,NA,NA,1.22
"547",1958-07-01,NA,NA,NA,NA,1.2
"548",1958-07-02,NA,NA,NA,NA,1.18
"549",1958-07-03,NA,NA,NA,NA,1.15
